Datetime,Open,High,Low,Close,Volume
2019-11-18 08:30:00-05:00,267.2,267.2,267.15,267.15,0
2019-11-18 08:31:00-05:00,267.15,267.16,267.09,267.09,0
2019-11-18 08:32:00-05:00,267.08,267.08,267.05,267.07,0
2019-11-18 08:33:00-05:00,267.05,267.05,266.9,267.0,0
2019-11-18 08:34:00-05:00,267.02,267.02,266.7,266.72,0
2019-11-18 08:35:00-05:00,266.85,266.9,266.85,266.85,0
2019-11-18 08:36:00-05:00,266.87,267.0,266.52,266.62,0
2019-11-18 08:37:00-05:00,266.74,266.74,266.56,266.56,0
2019-11-18 08:38:00-05:00,266.56,266.65,266.52,266.55,0
2019-11-18 08:39:00-05:00,266.65,266.65,266.57,266.57,0
2019-11-18 08:40:00-05:00,266.54,266.54,266.3654,266.3654,0
2019-11-18 08:41:00-05:00,266.4,266.45,266.02,266.02,0
2019-11-18 08:42:00-05:00,266.16,266.37,266.03,266.15,0
2019-11-18 08:43:00-05:00,266.23,266.34,266.05,266.26,0
2019-11-18 08:44:00-05:00,266.29,266.29,266.02,266.02,0
2019-11-18 08:45:00-05:00,266.0,266.24,266.0,266.1,0
2019-11-18 08:46:00-05:00,266.1,266.19,266.0,266.1,0
2019-11-18 08:47:00-05:00,266.2,266.35,266.2,266.35,0
2019-11-18 08:48:00-05:00,266.35,266.374,266.22,266.2201,0
2019-11-18 08:49:00-05:00,266.2502,266.38,266.16,266.2101,0
2019-11-18 08:50:00-05:00,266.22,266.2802,266.16,266.16,0
2019-11-18 08:51:00-05:00,266.16,266.16,265.91,265.955,0
2019-11-18 08:52:00-05:00,265.92,266.1,265.92,266.0,0
2019-11-18 08:53:00-05:00,266.01,266.01,265.88,265.88,0
2019-11-18 08:54:00-05:00,265.9,265.91,265.82,265.82,0
2019-11-18 08:55:00-05:00,265.89,265.9,265.76,265.76,0
2019-11-18 08:56:00-05:00,265.76,265.81,265.7,265.71,0
2019-11-18 08:57:00-05:00,265.7101,265.87,265.68,265.8,0
2019-11-18 08:58:00-05:00,265.9,265.98,265.88,265.98,0
2019-11-18 08:59:00-05:00,265.99,265.99,265.93,265.93,0
2019-11-18 09:00:00-05:00,265.9769,265.9769,265.85,265.85,0
2019-11-18 09:01:00-05:00,265.85,265.8502,265.85,265.85,0
2019-11-18 09:02:00-05:00,265.7704,265.7704,265.7704,265.7704,0
2019-11-18 09:03:00-05:00,265.82,265.8301,265.8,265.8301,0
2019-11-18 09:04:00-05:00,265.9001,266.17,265.9001,266.1299,0
2019-11-18 09:05:00-05:00,266.14,266.14,265.96,266.0,0
2019-11-18 09:06:00-05:00,266.07,266.08,266.0,266.0,0
2019-11-18 09:07:00-05:00,265.97,265.97,265.97,265.97,0
2019-11-18 09:08:00-05:00,266.0,266.0,266.0,266.0,0
2019-11-18 09:09:00-05:00,266.0764,266.08,265.96,265.96,0
2019-11-18 09:10:00-05:00,265.95,266.0,265.92,266.0,0
2019-11-18 09:11:00-05:00,266.0,266.05,266.0,266.05,0
2019-11-18 09:12:00-05:00,266.04,266.04,266.04,266.04,0
2019-11-18 09:13:00-05:00,266.08,266.1,266.08,266.1,0
2019-11-18 09:14:00-05:00,266.2,266.2,266.18,266.2,0
2019-11-18 09:15:00-05:00,266.22,266.22,266.22,266.22,0
2019-11-18 09:16:00-05:00,265.8978,265.95,265.85,265.95,0
2019-11-18 09:17:00-05:00,265.9,265.9,265.9,265.9,0
2019-11-18 09:20:00-05:00,265.9,265.95,265.86,265.87,0
2019-11-18 09:21:00-05:00,265.9,265.9,265.8,265.8999,0
2019-11-18 09:22:00-05:00,265.85,265.85,265.85,265.85,0
2019-11-18 09:23:00-05:00,265.82,265.82,265.82,265.82,0
2019-11-18 09:24:00-05:00,265.8,265.85,265.77,265.85,0
2019-11-18 09:25:00-05:00,265.79,265.8599,265.79,265.8599,0
2019-11-18 09:26:00-05:00,265.86,265.86,265.76,265.79,0
2019-11-18 09:27:00-05:00,265.9083,266.0,265.9083,265.92,0
2019-11-18 09:28:00-05:00,265.87,265.87,265.66,265.66,0
2019-11-18 09:29:00-05:00,265.8,265.8,265.65,265.65,0
2019-11-18 09:30:00-05:00,266.0400085449219,266.1499938964844,265.25,265.5589904785156,1026230
2019-11-18 09:31:00-05:00,265.55999755859375,265.67999267578125,265.3699951171875,265.6000061035156,134331
2019-11-18 09:32:00-05:00,265.57000732421875,265.6300048828125,265.29998779296875,265.3599853515625,112998
2019-11-18 09:33:00-05:00,265.1000061035156,265.25,265.1000061035156,265.25,121226
2019-11-18 09:34:00-05:00,265.1499938964844,265.1499938964844,265.0201110839844,265.0201110839844,281072
2019-11-18 09:35:00-05:00,265.0899963378906,265.260009765625,265.0899963378906,265.260009765625,172853
2019-11-18 09:36:00-05:00,265.25,265.25,264.9800109863281,264.9800109863281,103683
2019-11-18 09:37:00-05:00,264.9504089355469,264.9504089355469,264.8599853515625,264.8599853515625,167314
2019-11-18 09:38:00-05:00,264.84698486328125,265.2403869628906,264.84698486328125,265.2200012207031,125133
2019-11-18 09:39:00-05:00,265.1789855957031,265.1789855957031,265.1300048828125,265.1499938964844,63451
2019-11-18 09:40:00-05:00,265.0899963378906,265.0899963378906,265.0299987792969,265.0299987792969,112098
2019-11-18 09:41:00-05:00,265.0,265.1000061035156,265.0,265.1000061035156,83664
2019-11-18 09:42:00-05:00,265.07000732421875,265.1034851074219,264.91900634765625,264.91900634765625,92629
2019-11-18 09:43:00-05:00,264.8999938964844,264.8999938964844,264.7196960449219,264.7196960449219,116307
2019-11-18 09:44:00-05:00,264.6600036621094,264.6600036621094,264.45001220703125,264.4999084472656,166806
2019-11-18 09:45:00-05:00,264.5256042480469,264.5823059082031,264.5256042480469,264.5823059082031,116037
2019-11-18 09:46:00-05:00,264.55999755859375,264.57000732421875,264.5299987792969,264.5299987792969,71089
2019-11-18 09:47:00-05:00,264.5,264.5,264.44000244140625,264.44000244140625,99515
2019-11-18 09:48:00-05:00,264.3999938964844,264.489990234375,264.3699951171875,264.489990234375,99170
2019-11-18 09:49:00-05:00,264.5799865722656,264.69000244140625,264.5799865722656,264.69000244140625,81708
2019-11-18 09:50:00-05:00,264.7099914550781,264.7099914550781,264.55999755859375,264.55999755859375,79317
2019-11-18 09:51:00-05:00,264.54998779296875,264.54998779296875,264.3999938964844,264.3999938964844,77201
2019-11-18 09:52:00-05:00,264.400390625,264.54168701171875,264.400390625,264.54168701171875,48540
2019-11-18 09:53:00-05:00,264.5199890136719,264.5303039550781,264.4100036621094,264.4100036621094,68710
2019-11-18 09:54:00-05:00,264.4057922363281,264.4057922363281,264.2900085449219,264.2900085449219,61868
2019-11-18 09:55:00-05:00,264.3399963378906,264.3940124511719,264.3399963378906,264.3940124511719,51590
2019-11-18 09:56:00-05:00,264.3999938964844,264.5199890136719,264.3999938964844,264.5199890136719,81446
2019-11-18 09:57:00-05:00,264.5,264.5,264.38751220703125,264.38751220703125,41102
2019-11-18 09:58:00-05:00,264.3399963378906,264.6700134277344,264.25,264.6659851074219,68602
2019-11-18 09:59:00-05:00,264.6499938964844,264.94000244140625,264.57440185546875,264.6099853515625,70337
2019-11-18 10:00:00-05:00,264.6000061035156,264.8059997558594,264.55999755859375,264.7703857421875,72349
2019-11-18 10:01:00-05:00,264.7742004394531,264.9399108886719,264.75,264.9010009765625,69205
2019-11-18 10:02:00-05:00,264.88970947265625,264.989990234375,264.8599853515625,264.9700012207031,67018
2019-11-18 10:03:00-05:00,264.97479248046875,265.13848876953125,264.95001220703125,265.010009765625,93960
2019-11-18 10:04:00-05:00,264.989990234375,265.0199890136719,264.8800048828125,264.95001220703125,70312
2019-11-18 10:05:00-05:00,264.95001220703125,265.1300048828125,264.908203125,265.0509948730469,54247
2019-11-18 10:06:00-05:00,265.04998779296875,265.289794921875,265.0199890136719,265.2200012207031,80176
2019-11-18 10:07:00-05:00,265.20001220703125,265.29998779296875,265.0,265.1700134277344,83939
2019-11-18 10:08:00-05:00,265.1556091308594,265.29998779296875,265.010009765625,265.1405944824219,60133
2019-11-18 10:09:00-05:00,265.1400146484375,265.2149963378906,265.0199890136719,265.2149963378906,48779
2019-11-18 10:10:00-05:00,265.2200012207031,265.6600036621094,265.2099914550781,265.6400146484375,119136
2019-11-18 10:11:00-05:00,265.6391906738281,265.64898681640625,265.4512023925781,265.4512023925781,87325
2019-11-18 10:12:00-05:00,265.45001220703125,265.6499938964844,265.45001220703125,265.5199890136719,65728
2019-11-18 10:13:00-05:00,265.5299987792969,265.69000244140625,265.5,265.6300048828125,64582
2019-11-18 10:14:00-05:00,265.6182861328125,265.6200866699219,265.3717041015625,265.42999267578125,65124
2019-11-18 10:15:00-05:00,265.42999267578125,265.4667053222656,265.29998779296875,265.3599853515625,58727
2019-11-18 10:16:00-05:00,265.3633117675781,265.3800048828125,265.2099914550781,265.30999755859375,64238
2019-11-18 10:17:00-05:00,265.29998779296875,265.29998779296875,265.20001220703125,265.20001220703125,37032
2019-11-18 10:18:00-05:00,265.20001220703125,265.29010009765625,265.19000244140625,265.260009765625,31139
2019-11-18 10:19:00-05:00,265.239990234375,265.3999938964844,265.2300109863281,265.3900146484375,46565
2019-11-18 10:20:00-05:00,265.389892578125,265.3999938964844,265.3299865722656,265.3900146484375,34691
2019-11-18 10:21:00-05:00,265.3800048828125,265.3999938964844,264.98028564453125,265.1400146484375,154110
2019-11-18 10:22:00-05:00,265.1099853515625,265.260009765625,265.07000732421875,265.0899963378906,33939
2019-11-18 10:23:00-05:00,265.05999755859375,265.07049560546875,264.8999938964844,264.9599914550781,59792
2019-11-18 10:24:00-05:00,264.96490478515625,264.96490478515625,264.760009765625,264.82000732421875,43154
2019-11-18 10:25:00-05:00,264.82501220703125,264.82501220703125,264.6000061035156,264.7699890136719,71220
2019-11-18 10:26:00-05:00,264.75,264.95001220703125,264.7099914550781,264.9244079589844,47527
2019-11-18 10:27:00-05:00,264.92529296875,265.0299987792969,264.82000732421875,264.90008544921875,52568
2019-11-18 10:28:00-05:00,264.9148864746094,264.9148864746094,264.6199951171875,264.7419128417969,40484
2019-11-18 10:29:00-05:00,264.7323913574219,264.94000244140625,264.70001220703125,264.92999267578125,49054
2019-11-18 10:30:00-05:00,264.9226989746094,264.989990234375,264.860107421875,264.989990234375,53776
2019-11-18 10:31:00-05:00,265.0199890136719,265.1700134277344,265.0,265.0439147949219,71140
2019-11-18 10:32:00-05:00,265.0356140136719,265.2099914550781,265.0299987792969,265.1400146484375,39164
2019-11-18 10:33:00-05:00,265.1600036621094,265.1899108886719,265.0899963378906,265.0972900390625,22635
2019-11-18 10:34:00-05:00,265.0950012207031,265.1499938964844,265.02978515625,265.0697937011719,24908
2019-11-18 10:35:00-05:00,265.0799865722656,265.1000061035156,264.92999267578125,264.97491455078125,39203
2019-11-18 10:36:00-05:00,264.9800109863281,265.1300048828125,264.9320068359375,265.1000061035156,47281
2019-11-18 10:37:00-05:00,265.1000061035156,265.20001220703125,264.80999755859375,264.8349914550781,81713
2019-11-18 10:38:00-05:00,264.8399963378906,264.9309997558594,264.8258056640625,264.8500061035156,28289
2019-11-18 10:39:00-05:00,264.8450012207031,265.17999267578125,264.8330078125,265.1300964355469,37173
2019-11-18 10:40:00-05:00,265.139404296875,265.20001220703125,265.0799865722656,265.1099853515625,32478
2019-11-18 10:41:00-05:00,265.1099853515625,265.32000732421875,265.1000061035156,265.2200012207031,31714
2019-11-18 10:42:00-05:00,265.215087890625,265.2900085449219,265.19000244140625,265.26220703125,33849
2019-11-18 10:43:00-05:00,265.2550964355469,265.2550964355469,265.135009765625,265.1626892089844,32244
2019-11-18 10:44:00-05:00,265.1700134277344,265.2099914550781,265.1099853515625,265.17999267578125,24980
2019-11-18 10:45:00-05:00,265.19000244140625,265.2398986816406,265.0899963378906,265.1651916503906,33374
2019-11-18 10:46:00-05:00,265.1700134277344,265.2261962890625,265.1199951171875,265.1741943359375,19946
2019-11-18 10:47:00-05:00,265.1687927246094,265.29998779296875,265.1499938964844,265.2699890136719,30884
2019-11-18 10:48:00-05:00,265.24810791015625,265.2699890136719,265.2099914550781,265.2449951171875,20890
2019-11-18 10:49:00-05:00,265.2450866699219,265.32000732421875,265.2298889160156,265.28118896484375,27172
2019-11-18 10:50:00-05:00,265.2900085449219,265.5299987792969,265.28729248046875,265.3999938964844,65780
2019-11-18 10:51:00-05:00,265.3999938964844,265.3999938964844,265.3467102050781,265.3467102050781,19218
2019-11-18 10:52:00-05:00,265.348388671875,265.3528137207031,265.20001220703125,265.239990234375,37562
2019-11-18 10:53:00-05:00,265.2349853515625,265.3377990722656,265.2349853515625,265.30999755859375,18014
2019-11-18 10:54:00-05:00,265.30999755859375,265.3699951171875,265.260009765625,265.260009765625,25235
2019-11-18 10:55:00-05:00,265.2300109863281,265.2900085449219,265.07000732421875,265.1000061035156,36758
2019-11-18 10:56:00-05:00,265.0939025878906,265.2200012207031,265.0899963378906,265.20989990234375,21557
2019-11-18 10:57:00-05:00,265.2127990722656,265.2127990722656,265.1400146484375,265.1700134277344,22286
2019-11-18 10:58:00-05:00,265.1767883300781,265.25,265.17498779296875,265.2300109863281,22708
2019-11-18 10:59:00-05:00,265.2300109863281,265.25,265.1711120605469,265.239990234375,16675
2019-11-18 11:00:00-05:00,265.24200439453125,265.3291931152344,265.1400146484375,265.17498779296875,37010
2019-11-18 11:01:00-05:00,265.1767883300781,265.260009765625,265.1767883300781,265.239990234375,26014
2019-11-18 11:02:00-05:00,265.239990234375,265.3399963378906,265.17999267578125,265.33990478515625,24218
2019-11-18 11:03:00-05:00,265.3500061035156,265.4100036621094,265.2900085449219,265.3399963378906,23874
2019-11-18 11:04:00-05:00,265.3398132324219,265.3500061035156,265.2349853515625,265.322509765625,26170
2019-11-18 11:05:00-05:00,265.3219909667969,265.3522033691406,265.1789855957031,265.2049865722656,34022
2019-11-18 11:06:00-05:00,265.20001220703125,265.2900085449219,265.1400146484375,265.2799072265625,22868
2019-11-18 11:07:00-05:00,265.2632141113281,265.2900085449219,265.1607971191406,265.1607971191406,18103
2019-11-18 11:08:00-05:00,265.1744079589844,265.2598876953125,265.1499938964844,265.18560791015625,27527
2019-11-18 11:09:00-05:00,265.19000244140625,265.2799987792969,265.1600036621094,265.2799987792969,27883
2019-11-18 11:10:00-05:00,265.2699890136719,265.2900085449219,265.2699890136719,265.2699890136719,1712
2019-11-18 11:13:00-05:00,265.3800048828125,265.44000244140625,265.3291015625,265.42999267578125,203217
2019-11-18 11:14:00-05:00,265.4378967285156,265.4599914550781,265.239990234375,265.260009765625,41887
2019-11-18 11:15:00-05:00,265.260009765625,265.44000244140625,265.2510070800781,265.3999938964844,38653
2019-11-18 11:16:00-05:00,265.3900146484375,265.42999267578125,265.30999755859375,265.41400146484375,23236
2019-11-18 11:17:00-05:00,265.3900146484375,265.3900146484375,265.2900085449219,265.3599853515625,31079
2019-11-18 11:18:00-05:00,265.3699951171875,265.3699951171875,265.239990234375,265.2578125,33880
2019-11-18 11:19:00-05:00,265.25,265.3699951171875,265.1499938964844,265.3699951171875,69035
2019-11-18 11:20:00-05:00,265.3699951171875,265.4599914550781,265.3399963378906,265.44000244140625,32217
2019-11-18 11:21:00-05:00,265.42999267578125,265.6000061035156,265.42999267578125,265.5509948730469,45262
2019-11-18 11:22:00-05:00,265.57000732421875,265.57000732421875,265.4444885253906,265.4700012207031,53673
2019-11-18 11:23:00-05:00,265.4700012207031,265.5,265.44830322265625,265.489990234375,19455
2019-11-18 11:24:00-05:00,265.4797058105469,265.5,265.4064025878906,265.4064025878906,54783
2019-11-18 11:25:00-05:00,265.4100036621094,265.5400085449219,265.4100036621094,265.5199890136719,21500
2019-11-18 11:26:00-05:00,265.5199890136719,265.7099914550781,265.5199890136719,265.6300048828125,62307
2019-11-18 11:27:00-05:00,265.6400146484375,265.6600036621094,265.4700012207031,265.55999755859375,34028
2019-11-18 11:28:00-05:00,265.55010986328125,265.57000732421875,265.5058898925781,265.5058898925781,22471
2019-11-18 11:29:00-05:00,265.510009765625,265.510009765625,265.42999267578125,265.4700012207031,26816
2019-11-18 11:30:00-05:00,265.4800109863281,265.6700134277344,265.4700012207031,265.6405029296875,27265
2019-11-18 11:31:00-05:00,265.6400146484375,265.7742919921875,265.6300048828125,265.647705078125,58077
2019-11-18 11:32:00-05:00,265.63580322265625,265.70001220703125,265.5513000488281,265.69219970703125,27767
2019-11-18 11:33:00-05:00,265.694091796875,265.7347106933594,265.6700134277344,265.7347106933594,21888
2019-11-18 11:34:00-05:00,265.7300109863281,265.8299865722656,265.70001220703125,265.82501220703125,44505
2019-11-18 11:35:00-05:00,265.8299865722656,265.8999938964844,265.68701171875,265.7298889160156,83808
2019-11-18 11:36:00-05:00,265.724609375,265.80859375,265.7099914550781,265.79998779296875,43429
2019-11-18 11:37:00-05:00,265.79998779296875,265.8699951171875,265.739990234375,265.8699951171875,62951
2019-11-18 11:38:00-05:00,265.84039306640625,265.87249755859375,265.7799987792969,265.82391357421875,23553
2019-11-18 11:39:00-05:00,265.8299865722656,265.8599853515625,265.7799987792969,265.79998779296875,24823
2019-11-18 11:40:00-05:00,265.781005859375,265.9800109863281,265.7799987792969,265.9599914550781,67111
2019-11-18 11:41:00-05:00,265.94000244140625,265.94000244140625,265.7699890136719,265.8102111816406,46577
2019-11-18 11:42:00-05:00,265.8299865722656,265.8800048828125,265.7200012207031,265.7300109863281,32299
2019-11-18 11:43:00-05:00,265.75,265.7575988769531,265.70330810546875,265.75,16674
2019-11-18 11:44:00-05:00,265.760009765625,265.80999755859375,265.7300109863281,265.7391052246094,36074
2019-11-18 11:45:00-05:00,265.760009765625,265.8489990234375,265.6000061035156,265.6156005859375,47151
2019-11-18 11:46:00-05:00,265.6000061035156,265.70001220703125,265.5,265.70001220703125,30053
2019-11-18 11:47:00-05:00,265.70001220703125,265.739990234375,265.67010498046875,265.7200012207031,17898
2019-11-18 11:48:00-05:00,265.72479248046875,265.9100036621094,265.69000244140625,265.8800048828125,33188
2019-11-18 11:49:00-05:00,265.8599853515625,265.9599914550781,265.8399963378906,265.9200134277344,21382
2019-11-18 11:50:00-05:00,265.9200134277344,265.9800109863281,265.8399963378906,265.9599914550781,24170
2019-11-18 11:51:00-05:00,265.9700012207031,266.0,265.92559814453125,265.9700012207031,39710
2019-11-18 11:52:00-05:00,265.9751892089844,266.03790283203125,265.89129638671875,265.8999938964844,84242
2019-11-18 11:53:00-05:00,265.9100036621094,265.989990234375,265.8638000488281,265.97979736328125,22060
2019-11-18 11:54:00-05:00,265.9800109863281,266.0799865722656,265.97149658203125,266.0177917480469,50790
2019-11-18 11:55:00-05:00,266.010009765625,266.0199890136719,265.9599914550781,266.0093994140625,27991
2019-11-18 11:56:00-05:00,266.01849365234375,266.0400085449219,265.94000244140625,265.95440673828125,32202
2019-11-18 11:57:00-05:00,265.9700012207031,266.0,265.8808898925781,265.9200134277344,20173
2019-11-18 11:58:00-05:00,265.9212951660156,266.04998779296875,265.9212951660156,266.0118103027344,24943
2019-11-18 11:59:00-05:00,266.010009765625,266.0150146484375,265.9407958984375,265.989990234375,24212
2019-11-18 12:00:00-05:00,265.9700012207031,265.9700012207031,265.8901062011719,265.9049987792969,16185
2019-11-18 12:01:00-05:00,265.8999938964844,265.9700012207031,265.88519287109375,265.9505920410156,34486
2019-11-18 12:02:00-05:00,265.95001220703125,265.9700012207031,265.8900146484375,265.92999267578125,18513
2019-11-18 12:03:00-05:00,265.92999267578125,265.9599914550781,265.92999267578125,265.9446105957031,18949
2019-11-18 12:04:00-05:00,265.95001220703125,265.9569091796875,265.9200134277344,265.9342041015625,13620
2019-11-18 12:05:00-05:00,265.92999267578125,265.9855041503906,265.860107421875,265.8699951171875,33744
2019-11-18 12:06:00-05:00,265.8699951171875,265.94000244140625,265.8599853515625,265.94000244140625,14274
2019-11-18 12:07:00-05:00,265.95001220703125,265.9700012207031,265.94000244140625,265.94000244140625,13444
2019-11-18 12:08:00-05:00,265.92999267578125,265.92999267578125,265.8999938964844,265.9258117675781,11192
2019-11-18 12:09:00-05:00,265.92401123046875,265.95001220703125,265.8999938964844,265.8999938964844,20792
2019-11-18 12:10:00-05:00,265.9100036621094,265.9599914550781,265.8999938964844,265.9386901855469,23084
2019-11-18 12:11:00-05:00,265.95001220703125,266.0,265.94000244140625,265.94000244140625,25299
2019-11-18 12:12:00-05:00,265.94000244140625,265.94000244140625,265.7900085449219,265.8258972167969,41822
2019-11-18 12:13:00-05:00,265.8280029296875,265.8500061035156,265.79998779296875,265.80999755859375,23428
2019-11-18 12:14:00-05:00,265.80780029296875,265.8500061035156,265.8027038574219,265.80780029296875,9674
2019-11-18 12:15:00-05:00,265.80279541015625,265.8500061035156,265.760009765625,265.77801513671875,31057
2019-11-18 12:16:00-05:00,265.7799987792969,265.8299865722656,265.760009765625,265.7601013183594,17336
2019-11-18 12:17:00-05:00,265.7650146484375,265.82000732421875,265.7650146484375,265.80999755859375,11398
2019-11-18 12:18:00-05:00,265.80999755859375,265.9100036621094,265.79998779296875,265.8900146484375,19717
2019-11-18 12:19:00-05:00,265.8900146484375,265.9200134277344,265.8660888671875,265.8898010253906,38451
2019-11-18 12:20:00-05:00,265.8949890136719,265.9100036621094,265.8799133300781,265.8800048828125,12682
2019-11-18 12:21:00-05:00,265.8800048828125,265.8883972167969,265.8550109863281,265.8800048828125,11194
